id,"text",question_id,"created_at","updated_at",rate
969,"目標設定は行ったが、進捗管理は不十分であった",164,"2018-03-16 02:59:31","2018-03-16 02:59:31",1
970,"目標設定・進捗管理ひととおり問題なかった",164,"2018-03-16 02:59:31","2018-03-16 02:59:31",2
971,"目標設定・進捗管理は確実に行った",164,"2018-03-16 02:59:31","2018-03-16 02:59:31",3
972,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",164,"2018-03-16 02:59:31","2018-03-16 02:59:31",4
973,"目標設定も進捗管理も不十分であった",165,"2018-03-16 02:59:31","2018-03-16 02:59:31",0
974,"目標設定は行ったが、進捗管理は不十分であった",165,"2018-03-16 02:59:31","2018-03-16 02:59:31",1
975,"目標設定・進捗管理ひととおり問題なかった",165,"2018-03-16 02:59:31","2018-03-16 02:59:31",2
976,"目標設定・進捗管理は確実に行った",165,"2018-03-16 02:59:31","2018-03-16 02:59:31",3
977,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",165,"2018-03-16 02:59:31","2018-03-16 02:59:31",4
978,"目標設定も進捗管理も不十分であった",166,"2018-03-16 02:59:31","2018-03-16 02:59:31",0
979,"目標設定は行ったが、進捗管理は不十分であった",166,"2018-03-16 02:59:31","2018-03-16 02:59:31",1
980,"目標設定・進捗管理ひととおり問題なかった",166,"2018-03-16 02:59:31","2018-03-16 02:59:31",2
981,"目標設定・進捗管理は確実に行った",166,"2018-03-16 02:59:31","2018-03-16 02:59:31",3
982,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",166,"2018-03-16 02:59:31","2018-03-16 02:59:31",4
983,"目標設定も進捗管理も不十分であった",167,"2018-03-16 04:08:50","2018-03-16 04:08:50",0
984,"目標設定は行ったが、進捗管理は不十分であった",167,"2018-03-16 04:08:50","2018-03-16 04:08:50",1
985,"目標設定・進捗管理ひととおり問題なかった",167,"2018-03-16 04:08:50","2018-03-16 04:08:50",2
986,"目標設定・進捗管理は確実に行った",167,"2018-03-16 04:08:50","2018-03-16 04:08:50",3
987,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",167,"2018-03-16 04:08:50","2018-03-16 04:08:50",4
988,"目標設定も進捗管理も不十分であった",168,"2018-03-16 04:08:50","2018-03-16 04:08:50",0
989,"目標設定は行ったが、進捗管理は不十分であった",168,"2018-03-16 04:08:50","2018-03-16 04:08:50",1
990,"目標設定・進捗管理ひととおり問題なかった",168,"2018-03-16 04:08:50","2018-03-16 04:08:50",2
991,"目標設定・進捗管理は確実に行った",168,"2018-03-16 04:08:50","2018-03-16 04:08:50",3
992,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",168,"2018-03-16 04:08:50","2018-03-16 04:08:50",4
993,"最低限は保有していたが、日常の業務にはやや不足していた",169,"2018-03-16 04:41:03","2018-03-16 04:41:03",0
994,"必要な知識はマスターしており、日常の業務には支障なかった",169,"2018-03-16 04:41:03","2018-03-16 04:41:03",1
995,"必要な知識・技能は充分に持っており、日常業務にも充分活用していた",169,"2018-03-16 04:41:03","2018-03-16 04:41:03",2
996,"現在の業務に必要な知識ばかりでなく、更に研究して活用していた",169,"2018-03-16 04:41:03","2018-03-16 04:41:03",3
997,"必要な知識は充分に持っており、部下にもわかりやすく指導していた",169,"2018-03-16 04:41:03","2018-03-16 04:41:03",4
998,"最低限は保有していたが、日常の業務にはやや不足していた",170,"2018-03-16 04:41:03","2018-03-16 04:41:03",0
999,"必要な知識はマスターしており、日常の業務には支障なかった",170,"2018-03-16 04:41:03","2018-03-16 04:41:03",1
1000,"必要な知識・技能は充分に持っており、日常業務にも充分活用していた",170,"2018-03-16 04:41:03","2018-03-16 04:41:03",2
1001,"現在の業務に必要な知識ばかりでなく、更に研究して活用していた",170,"2018-03-16 04:41:03","2018-03-16 04:41:03",3
1002,"必要な知識は充分に持っており、部下にもわかりやすく指導していた",170,"2018-03-16 04:41:03","2018-03-16 04:41:03",4
1003,"自発的な企画・立案はなかった",171,"2018-03-16 04:45:38","2018-03-16 04:45:38",0
1004,"企画の提案は少なく、物足りなかった",171,"2018-03-16 04:45:38","2018-03-16 04:45:38",1
1005,"企画・立案は普通程度に行い、実行にも問題はなかった",171,"2018-03-16 04:45:38","2018-03-16 04:45:38",2
1006,"進んで企画を立案し、遂行力も優れていた",171,"2018-03-16 04:45:38","2018-03-16 04:45:38",3
1007,"進んで企画を立案し、推進力もあり、成果が見られた",171,"2018-03-16 04:45:38","2018-03-16 04:45:38",4
1008,"自発的な企画・立案はなかった",172,"2018-03-16 04:45:38","2018-03-16 04:45:38",0
1009,"企画の提案は少なく、物足りなかった",172,"2018-03-16 04:45:38","2018-03-16 04:45:38",1
1010,"企画・立案は普通程度に行い、実行にも問題はなかった",172,"2018-03-16 04:45:38","2018-03-16 04:45:38",2
1011,"進んで企画を立案し、遂行力も優れていた",172,"2018-03-16 04:45:38","2018-03-16 04:45:38",3
1012,"進んで企画を立案し、推進力もあり、成果が見られた",172,"2018-03-16 04:45:38","2018-03-16 04:45:38",4
1013,"問題点を見出せていないことが多かった",173,"2018-03-16 04:58:06","2018-03-16 04:58:06",0
1014,"問題点は認識しているものの、解決への行動が起こせなかった",173,"2018-03-16 04:58:06","2018-03-16 04:58:06",1
1015,"問題点は一通りつかんでおり、問題を解決しようと努力していた",173,"2018-03-16 04:58:06","2018-03-16 04:58:06",2
1016,"多くの問題があっても解決しようと努力しており、たいてい解決できていた",173,"2018-03-16 04:58:06","2018-03-16 04:58:06",3
1017,"いかなる問題があっても努力し、迅速かつ的確な判断のもと、解決できていた",173,"2018-03-16 04:58:06","2018-03-16 04:58:06",4
1018,"問題点を見出せていないことが多かった",174,"2018-03-16 04:58:06","2018-03-16 04:58:06",0
1019,"問題点は認識しているものの、解決への行動が起こせなかった",174,"2018-03-16 04:58:06","2018-03-16 04:58:06",1
1020,"問題点は一通りつかんでおり、問題を解決しようと努力していた",174,"2018-03-16 04:58:06","2018-03-16 04:58:06",2
1021,"多くの問題があっても解決しようと努力しており、たいてい解決できていた",174,"2018-03-16 04:58:06","2018-03-16 04:58:06",3
1022,"いかなる問題があっても努力し、迅速かつ的確な判断のもと、解決できていた",174,"2018-03-16 04:58:06","2018-03-16 04:58:06",4
1023,"連絡ミスが目立った",175,"2018-03-16 05:14:17","2018-03-16 05:14:17",0
1024,"最低限の連絡はしていた",175,"2018-03-16 05:14:17","2018-03-16 05:14:17",1
1025,"連絡を密に行い、問題なく対応できる",175,"2018-03-16 05:14:17","2018-03-16 05:14:17",2
1026,"先手先手の連絡で、情報伝達が行き届いていた",175,"2018-03-16 05:14:17","2018-03-16 05:14:17",3
1027,"他部署への助言、指導も積極的に行った",175,"2018-03-16 05:14:17","2018-03-16 05:14:17",4
1028,"連絡ミスが目立った",176,"2018-03-16 05:14:17","2018-03-16 05:14:17",0
1029,"最低限の連絡はしていた",176,"2018-03-16 05:14:17","2018-03-16 05:14:17",1
1030,"連絡を密に行い、問題なく対応できる",176,"2018-03-16 05:14:17","2018-03-16 05:14:17",2
1031,"先手先手の連絡で、情報伝達が行き届いていた",176,"2018-03-16 05:14:17","2018-03-16 05:14:17",3
1032,"他部署への助言、指導も積極的に行った",176,"2018-03-16 05:14:17","2018-03-16 05:14:17",4
1033,"外部とのつきあいや交渉はしなかった",177,"2018-03-16 05:29:45","2018-03-16 05:29:45",0
1034,"外部とのつきあいは最低限行ったが、交渉はできなかった",177,"2018-03-16 05:29:45","2018-03-16 05:29:45",1
1035,"外部とのつきあい、交渉は問題なく行っていた",177,"2018-03-16 05:29:45","2018-03-16 05:29:45",2
1036,"外部とのつきあいは適切で、交渉が上手だった",177,"2018-03-16 05:29:45","2018-03-16 05:29:45",3
1037,"外部とのつきあいは適切で、交渉がうまく、成果が上がった",177,"2018-03-16 05:29:45","2018-03-16 05:29:45",4
1038,"全くできなかった",178,"2018-03-16 05:31:53","2018-03-16 05:31:53",0
1039,"やや不十分であった",178,"2018-03-16 05:31:53","2018-03-16 05:31:53",1
1040,"特に問題はなく、普通に管理していた",178,"2018-03-16 05:31:53","2018-03-16 05:31:53",2
1041,"十分に指導・管理を行っていた",178,"2018-03-16 05:31:53","2018-03-16 05:31:53",3
1042,"十分な指導・管理を行い、成果が見られた",178,"2018-03-16 05:31:53","2018-03-16 05:31:53",4
1043,"部下指導に対する意識は低く、教育をしなかった",179,"2018-03-16 05:33:53","2018-03-16 05:33:53",0
1044,"部下指導の意識はあったが、教育の実践は不十分であった",179,"2018-03-16 05:33:53","2018-03-16 05:33:53",1
1045,"部下に対する指導・教育は問題なく行った",179,"2018-03-16 05:33:53","2018-03-16 05:33:53",2
1046,"部下に対する指導を常に行い、熱心に教育した",179,"2018-03-16 05:33:53","2018-03-16 05:33:53",3
1047,"部下に対する指導・教育は熱心で、次期管理職を輩出した",179,"2018-03-16 05:33:53","2018-03-16 05:33:53",4
1048,"ほとんど独力では処理ができなかった",180,"2018-03-16 05:35:13","2018-03-16 05:35:13",0
1049,"一応処理にあたるが、遅れたり、不適切なことが多かった",180,"2018-03-16 05:35:13","2018-03-16 05:35:13",1
1050,"自分で対処できることの判断ができ、ほぼ問題は発生しなかった",180,"2018-03-16 05:35:13","2018-03-16 05:35:13",2
1051,"内容を理解し、的確に処理し、報告も遅れず行った",180,"2018-03-16 05:35:13","2018-03-16 05:35:13",3
1052,"内容を理解し、常に迅速かつ的確な処理を行い、報告も十分であった",180,"2018-03-16 05:35:13","2018-03-16 05:35:13",4
1053,"自身の意識が希薄で、部下に指導できるレベルではなかった",181,"2018-03-16 05:36:58","2018-03-16 05:36:58",0
1054,"意識はあったが不十分であり、部下への徹底も弱かった",181,"2018-03-16 05:36:58","2018-03-16 05:36:58",1
1055,"意識面に問題はなく、普通には実践し、部下へも指導していた",181,"2018-03-16 05:36:58","2018-03-16 05:36:58",2
1056,"徹底して遵守し、部下へも指導した",181,"2018-03-16 05:36:58","2018-03-16 05:36:58",3
1057,"他の模範となるレベルで、部下へも徹底し、部署全体の意識を高めた",181,"2018-03-16 05:36:58","2018-03-16 05:36:58",4
1058,"報告・連絡・相談を行わず、支障をきたした",182,"2018-03-16 05:38:06","2018-03-16 05:38:06",0
1059,"報告・連絡・相談が不十分であった",182,"2018-03-16 05:38:06","2018-03-16 05:38:06",1
1060,"報告・連絡・相談は問題なく行っていた",182,"2018-03-16 05:38:06","2018-03-16 05:38:06",2
1061,"報告・連絡・相談に抜け・もれはなく、安心できた",182,"2018-03-16 05:38:06","2018-03-16 05:38:06",3
1062,"報告・連絡・相談を率先して行い、部下の手本となった",182,"2018-03-16 05:38:06","2018-03-16 05:38:06",4
1063,"顧客志向が希薄で、信頼関係やシェア、新たな展開などの成果は見られなかった",183,"2018-03-16 05:40:21","2018-03-16 05:40:21",0
1064,"顧客志向はあるものの、信頼関係やシェアなどの成果にはつながらなかった",183,"2018-03-16 05:40:21","2018-03-16 05:40:21",1
1065,"顧客との信頼関係は普通で、シェアや関係発展などもそれなりには成果があった",183,"2018-03-16 05:40:21","2018-03-16 05:40:21",2
1066,"顧客との信頼関係を深め、シェアや関係発展などの成果が見られた",183,"2018-03-16 05:40:21","2018-03-16 05:40:21",3
1067,"顧客との信頼関係を深め、著しい成果を上げ貢献した",183,"2018-03-16 05:40:21","2018-03-16 05:40:21",4
1068,"品質管理に対する意識が希薄で、問題があった",184,"2018-03-16 06:02:25","2018-03-16 06:02:25",0
1069,"品質管理に対する意識はあったが、実行度は物足りなかった",184,"2018-03-16 06:02:25","2018-03-16 06:02:25",1
1070,"品質管理は普通には行っていた",184,"2018-03-16 06:02:25","2018-03-16 06:02:25",2
1071,"品質管理に対する意識が高く、常に実践していた",184,"2018-03-16 06:02:25","2018-03-16 06:02:25",3
1072,"常に高い意識で品質管理を行い、品質向上につながった",184,"2018-03-16 06:02:25","2018-03-16 06:02:25",4
1078,"心がけに欠けており、指示・命令にも反映されていなかった",186,"2018-03-16 06:13:22","2018-03-16 06:13:22",0
1079,"意識はあるが、経営方針の実現には程遠かった",186,"2018-03-16 06:13:22","2018-03-16 06:13:22",1
1080,"できるだけ経営方針の実践を心がけ、それなりに成果も現れた",186,"2018-03-16 06:13:22","2018-03-16 06:13:22",2
1081,"実践に対する意識があり、方針実現の一役を担った",186,"2018-03-16 06:13:22","2018-03-16 06:13:22",3
1082,"常に意識を持ち、部下へも徹底することで、全社で方針実現に寄与した",186,"2018-03-16 06:13:22","2018-03-16 06:13:22",4
1083,"統率力が弱く、部門内がバラバラであった",187,"2018-03-16 06:14:39","2018-03-16 06:14:39",0
1084,"統率していたが、部門内の相互連帯感に問題が見られた",187,"2018-03-16 06:14:39","2018-03-16 06:14:39",1
1085,"適切に統率し、部門内のまとまりにも問題はなかった",187,"2018-03-16 06:14:39","2018-03-16 06:14:39",2
1086,"統率力があり、部門がよくまとまっていた",187,"2018-03-16 06:14:39","2018-03-16 06:14:39",3
1087,"統率力があり、部門全体が一致団結して成果を上げた",187,"2018-03-16 06:14:39","2018-03-16 06:14:39",4
1088,"目標設定も進捗管理も不十分であった",188,"2018-03-16 06:15:43","2018-03-16 06:15:43",0
1089,"目標設定は行ったが、進捗管理は不十分であった",188,"2018-03-16 06:15:43","2018-03-16 06:15:43",1
1090,"目標設定・進捗管理ひととおり問題なかった",188,"2018-03-16 06:15:43","2018-03-16 06:15:43",2
1091,"目標設定・進捗管理は確実に行った",188,"2018-03-16 06:15:43","2018-03-16 06:15:43",3
1092,"目標設定・進捗管理を徹底して行い、全社管理を任せられるレベルであった",188,"2018-03-16 06:15:43","2018-03-16 06:15:43",4
1093,"担当部署に意識が集中し、全社的な課題を把握していなかった",189,"2018-03-16 06:16:47","2018-03-16 06:16:47",0
1094,"全社的課題は把握しているものの、具体策を提案できなかった",189,"2018-03-16 06:16:47","2018-03-16 06:16:47",1
1095,"全社的課題を正しく捉え、課題解決策を提案していた",189,"2018-03-16 06:16:47","2018-03-16 06:16:47",2
1096,"全社的課題の解決策を提案し、自ら責任を持って実行していた",189,"2018-03-16 06:16:47","2018-03-16 06:16:47",3
1097,"課題が解決に向け、粘り強く行動し、大きな成果をあげていた",189,"2018-03-16 06:16:47","2018-03-16 06:16:47",4
1098,"全社的思考・戦略的思考に欠けていた",190,"2018-03-16 06:17:49","2018-03-16 06:17:49",0
1099,"意識はあったが、具体的な提案はなかった",190,"2018-03-16 06:17:49","2018-03-16 06:17:49",1
1100,"全社的思考・戦略的思考にひととおり問題はなく、提案もそれなりにはあった",190,"2018-03-16 06:17:49","2018-03-16 06:17:49",2
1101,"意識が高く、提案も多かった",190,"2018-03-16 06:17:49","2018-03-16 06:17:49",3
1102,"意識が高く、提案によって、具体的な成果が見られた",190,"2018-03-16 06:17:49","2018-03-16 06:17:49",4
1103,"外部とのつきあいや交渉はしなかった",191,"2018-03-16 06:18:50","2018-03-16 06:18:50",0
1104,"外部とのつきあいは最低限行ったが、交渉はできなかった",191,"2018-03-16 06:18:50","2018-03-16 06:18:50",1
1105,"外部とのつきあい、交渉は問題なく行っていた",191,"2018-03-16 06:18:50","2018-03-16 06:18:50",2
1106,"外部とのつきあいは適切で、交渉が上手だった",191,"2018-03-16 06:18:50","2018-03-16 06:18:50",3
1107,"外部とのつきあいは適切で、交渉がうまく、成果が上がった",191,"2018-03-16 06:18:50","2018-03-16 06:18:50",4
1108,"部下指導に対する意識は低く、教育をしなかった",192,"2018-03-16 06:20:17","2018-03-16 06:20:17",0
1109,"部下指導の意識はあったが、教育の実践は不十分であった",192,"2018-03-16 06:20:17","2018-03-16 06:20:17",1
1110,"部下に対する指導・教育は問題なく行った",192,"2018-03-16 06:20:17","2018-03-16 06:20:17",2
1111,"部下に対する指導を常に行い、熱心に教育した",192,"2018-03-16 06:20:17","2018-03-16 06:20:17",3
1112,"部下に対する指導・教育は熱心で、次期管理職を輩出した",192,"2018-03-16 06:20:17","2018-03-16 06:20:17",4
1113,"部下の管理は杜撰であり、問題が生じた",193,"2018-03-16 06:22:18","2018-03-16 06:22:18",0
1114,"部下の管理は不十分で物足りなかった",193,"2018-03-16 06:22:18","2018-03-16 06:22:18",1
1115,"部下の管理はひととおり問題なく行っていた",193,"2018-03-16 06:22:18","2018-03-16 06:22:18",2
1116,"部下の管理を確実に行った",193,"2018-03-16 06:22:18","2018-03-16 06:22:18",3
1117,"部下の管理を確実に行い、指導の成果が見られた",193,"2018-03-16 06:22:18","2018-03-16 06:22:18",4
1118,"自身の意識が希薄で、部下に指導できるレベルではなかった",194,"2018-03-16 06:23:12","2018-03-16 06:23:12",0
1119,"意識はあったが不十分であり、部下への徹底も弱かった",194,"2018-03-16 06:23:12","2018-03-16 06:23:12",1
1120,"意識面に問題はなく、普通には実践し、部下へも指導していた",194,"2018-03-16 06:23:12","2018-03-16 06:23:12",2
1121,"徹底して遵守し、部下へも指導した",194,"2018-03-16 06:23:12","2018-03-16 06:23:12",3
1122,"他の模範となるレベルで、部下へも徹底し、部署全体の意識を高めた",194,"2018-03-16 06:23:12","2018-03-16 06:23:12",4
1123,"報告・連絡・相談を行わず、支障をきたした",195,"2018-03-16 06:24:08","2018-03-16 06:24:08",0
1124,"報告・連絡・相談が不十分であった",195,"2018-03-16 06:24:08","2018-03-16 06:24:08",1
1125,"報告・連絡・相談は問題なく行っていた",195,"2018-03-16 06:24:08","2018-03-16 06:24:08",2
1126,"報告・連絡・相談に抜け・もれはなく、安心できた",195,"2018-03-16 06:24:08","2018-03-16 06:24:08",3
1127,"報告・連絡・相談を率先して行い、部下の手本となった",195,"2018-03-16 06:24:08","2018-03-16 06:24:08",4
